	SRR7093809	SRR7093811	SRR7093812	SRR7093813	SRR7093814	SRR7093815	SRR7093816	SRR7093819	SRR7093821	SRR7093822	SRR7093824	SRR7093826	SRR7093827	SRR7093828	SRR7093829	SRR7093830	SRR7093832	SRR7093833	SRR7093834	SRR7093835	SRR7093836	SRR7093838	SRR7093839	SRR7093840	SRR7093842	SRR7093843	SRR7093845	SRR7093846	SRR7093847	SRR7093848	SRR7093850	SRR7093852	SRR7093854	SRR7093855	SRR7093856	SRR7093857	SRR7093858	SRR7093859	SRR7093860	SRR7093861	SRR7093862	SRR7093863	SRR7093864	SRR7093865	SRR7093866	SRR7093867	SRR7093869	SRR7093870	SRR7093871	SRR7093872	SRR7093873	SRR7093874	SRR7093875	SRR7093876	SRR7093877	SRR7093878	SRR7093879	SRR7093882	SRR7093883	SRR7093884	SRR7093887	SRR7093888	SRR7093889	SRR7093890	SRR7093891	SRR7093892	SRR7093893	SRR7093894	SRR7093895	SRR7093896	SRR7093897	SRR7093898	SRR7093899	SRR7093900	SRR7093901	SRR7093902	SRR7093903	SRR7093904	SRR7093905	SRR7093906	SRR7093907	SRR7093908	SRR7093909	SRR7093910	SRR7093911	SRR7093912	SRR7093913	SRR7093914	SRR7093915	SRR7093916	SRR7093917	SRR7093918	SRR7093919	SRR7093920	SRR7093921	SRR7093922	SRR7093923	SRR7093924	SRR7093925	SRR7093926	SRR7093927	SRR7093929	SRR7093930	SRR7093931	SRR7093932	SRR7093933	SRR7093934	SRR7093937	SRR7093940	SRR7093942	SRR7093943	SRR7093945	SRR7093946	SRR7093947	SRR7093948	SRR7093950
ENSG00000104412.9	40	50	49	53	42	51	64	47	65	66	49	48	52	51	48	44	58	48	47	52	54	45	53	54	49	52	54	50	49	53	54	36	42	39	48	47	46	42	49	54	63	57	50	52	52	59	56	62	49	56	65	54	50	53	55	60	59	49	35	50	42	52	50	55	49	56	43	49	49	46	45	45	53	54	55	48	46	49	40	48	51	52	47	54	47	49	53	45	51	48	48	51	49	53	59	52	60	58	58	58	49	52	53	56	54	51	58	45	48	59	52	51	50	51	54	55
ENSG00000104415.14	21	24	25	34	32	76	46	37	22	29	70	27	58	36	32	67	59	34	46	53	61	29	50	24	13	66	21	36	26	20	36	24	24	21	15	37	17	22	16	77	82	69	77	71	72	76	77	45	55	94	50	17	15	13	28	50	39	63	18	56	35	22	34	21	34	25	31	44	33	39	62	37	26	26	15	52	39	70	38	52	50	22	41	30	60	25	39	29	64	53	56	41	76	70	55	76	32	41	62	64	60	24	45	69	48	26	49	40	29	23	81	14	26	40	7	30
ENSG00000104427.14	33	29	28	36	39	41	36	30	35	35	38	36	44	37	39	39	37	32	31	35	33	33	31	25	29	36	37	29	35	38	29	37	31	30	36	32	31	32	32	53	66	65	41	41	42	64	52	61	46	56	58	29	32	27	28	28	39	38	29	33	26	34	27	34	36	23	25	36	34	32	31	31	37	33	52	48	43	30	35	35	34	38	36	36	38	39	46	38	44	45	39	42	46	50	57	53	56	56	52	55	29	31	37	31	41	28	39	31	39	40	37	28	34	26	28	34
ENSG00000104432.16	9	2	0	2	10	1	9	1	4	7	7	6	9	11	9	0	12	2	6	3	3	0	1	0	0	3	4	2	2	2	2	1	2	3	2	1	2	3	3	18	24	13	9	10	19	24	10	11	5	9	8	1	0	1	1	0	7	7	5	1	3	2	1	2	2	3	3	1	3	3	4	15	9	5	12	4	3	0	3	1	13	1	4	5	2	1	1	2	4	12	1	9	8	3	9	4	5	10	2	8	1	17	2	2	0	1	0	1	4	3	6	2	0	0	2	0
ENSG00000104450.14	14	16	23	15	10	19	21	21	15	10	9	16	8	12	16	22	19	14	25	12	8	19	18	22	20	15	17	16	17	11	16	18	18	17	25	12	19	14	20	14	14	7	5	11	16	7	10	13	12	18	12	20	17	19	19	11	21	15	20	23	18	10	21	14	20	21	22	16	15	13	15	14	17	17	17	24	18	10	16	21	15	16	20	11	13	15	17	11	4	14	18	14	10	6	16	18	19	10	16	18	15	13	16	20	20	15	24	17	17	22	21	20	17	15	21	14
ENSG00000104549.13	61	52	67	65	54	63	62	47	59	54	76	61	66	73	67	67	75	44	59	59	68	55	49	67	55	72	62	61	57	49	77	54	54	58	57	52	52	57	53	76	78	78	69	81	67	75	73	76	71	76	74	60	57	62	56	59	65	63	53	58	62	68	55	58	66	54	61	69	60	53	55	64	71	62	68	67	65	65	55	58	58	57	54	58	62	65	67	69	70	67	57	62	59	59	70	59	62	69	69	67	59	65	70	60	65	56	59	56	62	67	55	57	64	58	60	67
ENSG00000104671.9	40	39	45	57	49	50	57	45	56	51	46	47	52	49	45	44	48	43	43	42	53	44	48	53	46	51	44	43	45	46	50	42	45	50	43	44	44	40	44	60	63	68	50	59	57	63	54	65	53	68	67	38	46	44	50	52	56	47	46	47	38	48	45	47	51	48	50	48	49	44	46	44	52	44	55	55	51	44	50	43	47	49	50	49	46	53	53	50	49	56	49	49	54	52	63	62	63	63	59	61	44	51	46	50	56	46	56	52	50	57	54	46	45	45	45	49
ENSG00000104679.12	48	53	52	58	64	43	86	66	59	72	46	34	49	46	50	56	36	48	35	42	41	50	35	51	44	32	36	37	42	39	47	52	55	29	33	50	54	62	58	33	28	32	34	37	34	29	27	29	30	42	28	49	53	52	54	46	34	56	35	35	63	50	58	42	48	52	42	31	34	58	54	65	32	43	47	33	54	34	48	51	33	56	35	42	40	59	50	44	49	31	46	32	44	31	48	36	38	49	39	38	44	41	45	55	44	34	53	59	44	44	51	55	50	44	50	34
ENSG00000104738.20	95	95	89	86	92	95	93	91	93	95	70	92	84	81	89	95	71	76	96	90	58	92	95	93	93	76	90	95	91	89	88	88	79	89	82	88	92	82	91	87	78	80	45	68	72	82	66	81	85	71	72	91	91	97	91	85	92	72	93	90	96	95	94	92	88	90	87	95	90	92	79	87	94	88	89	92	96	84	92	88	88	88	83	84	96	76	94	95	73	96	88	85	87	82	50	56	58	33	62	59	86	92	87	90	67	87	79	90	87	67	64	88	92	80	84	82
ENSG00000104763.21	74	77	79	80	79	78	79	80	83	75	84	77	83	84	75	78	85	76	72	76	90	67	82	72	65	86	78	73	79	79	75	72	79	87	81	83	79	83	76	87	87	86	85	84	86	87	85	90	81	89	88	79	80	75	74	78	81	87	84	83	82	82	81	83	85	84	85	79	86	79	82	78	84	81	86	83	75	79	81	75	78	79	82	84	82	83	80	84	84	80	84	83	90	90	93	88	90	92	90	91	70	85	83	80	83	80	70	82	84	88	87	76	80	79	81	81
ENSG00000104765.17	92	94	93	93	93	95	94	92	92	92	95	94	96	95	93	93	95	94	95	95	95	94	95	93	93	96	95	92	94	95	95	93	91	92	91	92	91	93	89	96	96	96	95	93	94	96	95	96	96	96	95	94	94	94	93	96	90	94	94	95	93	94	95	89	91	92	93	94	93	93	92	91	95	91	93	95	92	94	92	92	93	93	94	94	91	94	94	90	95	94	91	92	94	93	93	94	93	92	93	95	94	94	93	96	95	94	97	94	95	93	94	94	94	95	93	95
ENSG00000104783.16	10	38	42	37	32	14	21	39	19	23	15	22	8	23	39	39	13	26	18	16	16	36	41	31	23	8	39	34	20	41	38	12	41	65	15	31	39	59	35	5	6	7	13	5	26	20	6	16	19	1	49	32	27	29	26	18	31	31	32	29	41	33	31	16	17	51	9	19	35	25	31	30	31	16	15	21	46	39	36	17	23	30	18	16	31	16	24	58	32	19	34	31	8	4	9	4	11	9	10	18	29	16	23	5	5	43	9	37	29	18	9	18	24	20	19	19
ENSG00000104805.18	93	95	94	95	95	93	95	94	93	94	96	94	96	95	94	94	95	94	93	94	96	94	95	92	92	95	94	94	93	95	94	95	95	95	93	95	93	96	94	97	95	95	96	96	96	95	96	94	96	96	95	93	94	93	94	94	92	96	96	94	96	95	95	94	94	95	94	94	96	95	96	95	94	95	94	94	93	95	94	95	95	95	96	96	94	95	95	96	96	94	96	95	96	96	95	95	95	97	96	95	93	95	95	96	95	95	95	95	96	95	96	95	95	95	94	95
ENSG00000104825.18	40	42	46	34	41	37	28	39	38	33	32	39	36	42	42	41	40	49	45	39	33	43	36	40	40	35	34	44	39	38	37	44	54	54	42	40	42	50	42	28	21	24	33	32	29	28	24	26	29	23	24	40	40	37	39	43	37	40	43	34	48	36	42	38	39	45	35	33	37	38	36	36	35	39	38	39	45	35	38	36	39	38	44	36	35	36	35	30	30	40	37	35	33	35	29	35	33	32	32	33	36	35	34	37	39	34	34	39	35	38	33	36	35	38	35	32
ENSG00000104826.15	1	10	6	4	8	4	0	9	2	1	1	7	6	7	7	5	2	8	1	0	1	1	8	3	7	6	2	7	1	17	1	2	10	2	6	2	1	0	18	0	1	2	2	1	1	1	0	1	1	1	2	0	5	11	6	2	10	3	3	3	16	14	16	10	4	9	6	6	1	13	15	6	3	3	3	2	28	25	10	1	5	2	9	4	9	1	9	13	4	7	1	5	1	1	0	3	1	0	3	1	11	2	11	3	1	1	2	6	5	2	1	2	2	4	2	2
ENSG00000104827.12	0	19	10	3	17	3	0	11	8	7	3	7	3	3	9	13	1	2	0	4	2	10	2	1	5	3	2	14	0	27	0	9	17	2	14	11	10	0	26	1	1	0	0	0	0	1	2	6	2	1	0	2	12	16	16	0	16	8	10	1	19	7	24	17	13	8	7	12	8	13	13	20	4	1	5	7	23	31	21	4	10	0	14	3	20	7	15	14	8	6	4	5	0	1	0	0	1	0	2	1	42	11	29	16	2	1	0	19	5	16	0	2	4	5	4	4
ENSG00000104866.12	49	54	55	46	50	50	57	53	49	48	56	57	43	48	47	50	44	51	60	44	52	50	44	47	43	50	52	43	48	54	53	52	64	56	41	47	50	59	48	41	41	34	69	45	52	43	42	31	51	34	33	42	55	53	52	51	41	44	44	50	56	80	46	46	47	51	54	55	46	49	43	58	44	56	39	37	45	57	51	46	49	48	46	52	46	51	48	51	46	40	51	52	44	51	44	45	41	43	42	39	47	44	51	40	42	57	48	48	49	49	44	48	51	44	60	51
ENSG00000104870.14	49	60	56	46	57	56	61	49	53	52	75	40	76	66	56	54	71	54	52	60	76	60	73	39	47	74	52	55	48	61	60	54	66	53	48	66	49	63	41	78	67	72	85	87	82	61	74	63	73	70	71	50	57	47	47	61	57	76	78	65	59	70	62	57	56	64	58	51	53	69	66	58	47	60	57	63	53	62	59	64	61	53	63	77	51	61	64	62	74	64	69	55	85	84	78	81	79	83	82	83	48	71	65	73	68	68	57	65	74	71	81	58	68	63	64	67
ENSG00000104885.20	61	59	64	56	62	55	51	54	49	59	49	57	50	52	62	60	59	69	72	57	58	66	53	72	63	52	59	57	57	65	74	51	69	61	52	46	68	67	56	43	40	46	46	27	53	56	47	31	56	25	58	57	69	69	60	69	69	60	64	58	72	56	61	45	54	53	63	56	60	53	59	55	57	61	67	57	52	52	66	57	56	62	58	39	64	62	50	54	50	59	59	51	48	42	45	40	45	50	47	51	66	50	59	44	49	57	64	61	60	63	46	56	68	65	63	65
ENSG00000104886.13	59	62	63	52	59	49	46	57	45	51	48	63	53	52	61	61	53	59	59	59	55	61	56	60	63	58	55	63	59	59	59	60	67	64	64	59	64	67	65	48	42	40	49	63	46	52	42	36	54	43	42	64	68	67	62	59	57	63	65	59	68	64	64	59	59	66	65	59	62	65	60	60	60	64	57	63	65	59	58	55	64	58	64	55	60	60	55	60	50	51	58	63	47	56	59	48	44	52	43	48	60	57	58	49	56	55	58	60	50	58	54	56	56	57	54	55
ENSG00000104889.8	60	64	55	49	56	61	39	65	48	51	31	56	23	30	51	57	29	67	62	65	32	66	55	54	68	27	59	62	66	58	46	67	53	46	63	66	65	56	68	24	20	19	21	33	23	31	28	24	39	17	25	67	57	63	66	52	64	30	59	58	62	48	61	65	61	64	53	54	58	54	56	64	44	66	56	58	61	48	63	61	63	59	49	40	63	39	53	44	35	54	56	53	39	40	19	25	19	15	24	26	67	50	57	49	32	64	21	57	39	33	33	65	62	56	60	46
ENSG00000104897.11	62	63	56	58	60	52	44	60	49	52	55	59	50	57	57	62	54	58	59	57	59	62	51	54	59	49	51	64	53	52	54	59	57	57	58	57	59	60	58	43	25	27	40	45	54	22	28	23	39	24	22	61	59	60	59	54	44	48	45	50	61	53	56	51	50	62	47	53	47	57	55	55	47	54	58	48	60	51	55	54	61	52	57	48	57	47	55	51	54	61	53	53	40	38	36	41	39	37	35	41	63	56	51	51	44	55	59	53	48	46	51	57	56	57	53	42
ENSG00000104903.6	10	8	8	2	3	1	3	6	4	6	2	4	6	3	10	9	3	4	7	6	0	6	4	8	14	1	5	7	4	7	8	3	12	5	16	2	7	3	11	2	1	2	1	0	0	1	1	5	1	4	0	5	4	6	5	15	4	2	6	2	9	4	4	3	7	13	11	6	9	6	11	5	9	13	11	7	2	2	2	8	8	7	8	5	6	5	4	6	4	9	4	6	4	1	4	1	1	3	4	1	8	8	8	5	2	6	9	4	1	4	4	13	8	4	9	8
ENSG00000104969.12	78	74	75	73	79	77	76	78	72	78	69	79	71	72	73	75	70	76	77	73	69	77	70	74	75	73	73	81	77	74	69	77	77	75	75	74	76	77	77	54	49	56	72	63	71	50	58	48	65	55	60	78	78	76	77	74	74	72	73	76	78	71	74	75	77	78	75	73	73	73	73	77	73	75	70	73	76	75	74	77	75	73	74	72	77	72	70	71	70	75	70	76	64	67	55	65	60	66	68	64	78	76	73	74	69	73	70	73	71	69	72	73	77	72	72	70
ENSG00000104973.20	70	64	59	62	63	60	60	62	52	54	61	59	60	66	62	56	63	66	58	59	65	57	62	62	53	59	54	55	58	59	58	61	68	64	57	65	63	75	67	56	49	49	67	57	59	50	55	54	60	50	59	63	61	59	58	59	59	66	68	56	67	59	59	61	53	62	58	62	67	64	64	59	59	63	60	51	59	63	60	61	61	61	64	65	62	64	59	63	63	53	61	65	53	66	60	56	52	62	57	59	60	62	59	54	56	63	64	59	63	59	63	64	61	62	60	57
ENSG00000104976.14	76	36	47	37	49	36	45	43	32	36	38	40	66	40	73	41	39	40	41	36	42	39	39	46	43	37	38	46	41	40	70	49	50	51	39	45	68	51	52	31	20	28	40	33	39	24	29	20	31	20	24	63	76	43	45	76	41	43	56	48	56	40	44	79	76	73	47	41	63	44	42	41	66	43	44	46	48	44	40	42	44	47	50	43	45	49	46	36	44	74	39	42	31	30	30	58	33	36	71	68	39	38	38	37	35	44	39	40	40	44	39	32	37	72	37	31
ENSG00000105011.10	61	62	58	48	54	51	39	61	45	47	34	59	17	31	57	57	23	68	64	57	27	68	58	51	69	27	55	64	66	53	50	67	44	57	59	67	65	53	70	18	23	18	20	23	16	31	24	19	35	14	23	59	64	61	67	45	60	26	59	54	70	50	61	62	59	62	63	57	57	52	57	61	43	62	57	55	65	38	65	56	64	57	49	35	64	40	58	46	28	59	57	53	43	34	16	19	18	3	25	19	58	45	53	41	29	59	15	54	35	24	26	56	52	49	52	45
ENSG00000105063.20	87	83	88	78	83	83	75	80	73	74	75	85	82	75	84	87	83	83	82	84	82	82	83	84	80	74	88	86	87	84	78	82	88	88	83	83	83	84	85	72	65	68	83	68	75	68	74	64	81	60	74	86	83	86	80	80	80	83	80	84	81	81	81	73	78	82	82	81	83	84	82	86	82	83	82	74	82	85	76	83	82	78	85	80	81	79	76	84	80	78	80	84	77	79	73	73	77	71	76	78	84	84	82	79	83	82	83	82	75	77	74	85	83	84	85	82
ENSG00000105085.11	29	33	28	25	33	28	28	29	22	21	25	28	29	29	27	30	29	37	28	25	24	28	26	32	28	25	22	29	26	25	24	28	32	30	27	33	26	32	33	22	21	24	23	23	23	21	19	23	18	29	25	23	30	32	30	31	23	24	37	22	31	25	33	27	23	29	24	23	26	25	24	27	24	24	24	24	28	26	26	26	27	32	25	27	28	24	29	26	28	25	24	26	22	25	23	28	26	24	25	20	29	24	27	24	24	25	34	31	23	27	23	23	28	26	22	26
ENSG00000105127.11	58	51	61	55	54	52	42	59	45	45	59	61	54	60	58	61	57	63	64	58	56	59	58	60	55	50	48	52	59	56	53	58	60	60	53	50	56	59	53	48	53	53	55	52	50	50	49	52	58	48	49	59	55	52	55	60	53	47	55	52	54	54	47	56	50	52	51	57	50	51	48	53	61	49	50	54	56	49	55	59	54	52	50	57	49	51	57	51	54	47	46	54	45	55	51	49	52	51	48	49	56	48	50	52	48	55	58	55	51	48	51	53	50	54	51	50
ENSG00000105135.17	60	66	62	64	69	71	63	69	59	68	60	63	57	63	65	62	62	65	68	61	66	64	60	64	59	63	64	59	58	64	62	60	57	61	60	60	60	69	63	54	37	39	50	63	51	42	54	41	50	34	49	68	58	67	65	71	59	68	64	58	66	70	72	67	69	66	58	59	60	66	66	68	63	68	58	61	64	61	61	64	62	64	59	66	68	62	60	60	61	50	60	65	42	50	51	57	48	57	45	52	71	66	64	70	66	68	62	62	62	67	62	64	66	59	66	62
ENSG00000105137.14	83	80	81	76	80	76	69	77	70	70	79	80	82	83	81	84	82	84	80	79	83	81	78	81	79	83	78	81	74	79	85	83	85	80	79	82	81	85	82	70	64	66	74	77	74	64	66	69	65	61	66	84	84	83	80	91	74	88	87	80	86	79	79	79	78	84	83	82	81	82	82	81	85	79	76	79	83	84	81	80	84	85	85	86	80	82	76	84	81	80	79	83	78	85	76	83	77	81	76	78	84	80	80	85	87	85	90	81	81	85	83	87	85	86	85	83
ENSG00000105171.11	53	55	54	54	53	54	52	55	54	52	52	53	53	54	52	52	49	49	51	50	55	54	52	54	54	48	55	53	55	54	54	58	53	51	57	56	59	54	55	49	50	48	47	62	51	53	46	55	49	52	57	56	57	56	52	56	55	54	54	58	60	57	57	56	55	62	61	56	55	53	52	55	56	59	57	56	53	54	53	56	53	54	56	56	57	57	53	54	51	51	51	50	50	54	54	52	55	53	54	55	56	53	53	48	56	54	52	55	50	57	51	54	51	53	54	51
ENSG00000105185.13	68	71	77	69	71	74	63	71	74	75	63	74	65	61	69	71	70	74	77	75	56	72	72	75	73	61	77	73	76	71	73	73	74	75	78	71	75	69	72	67	71	62	55	76	56	69	64	69	64	62	72	71	73	71	72	72	71	62	66	71	70	70	73	73	72	74	73	70	71	70	64	71	73	74	73	76	74	72	71	72	66	69	63	65	70	65	69	68	60	68	64	70	61	66	66	70	68	62	61	64	72	69	68	70	69	72	65	71	68	75	74	67	67	68	70	66
ENSG00000105197.12	66	63	68	68	68	66	55	69	63	63	55	67	59	51	66	54	54	69	69	62	58	66	58	68	69	59	66	64	64	62	64	65	68	67	65	65	62	59	64	49	45	44	55	57	59	53	51	49	55	42	46	65	67	67	69	68	68	64	65	66	64	52	65	67	65	69	66	63	66	63	63	60	54	67	57	65	62	62	60	67	62	64	63	56	57	67	56	59	60	55	60	64	53	61	54	63	56	60	61	53	71	64	67	62	62	64	58	67	60	69	63	68	66	67	68	68
ENSG00000105220.18	96	96	96	96	97	97	96	97	96	95	95	96	94	95	96	96	95	96	97	96	95	96	97	96	96	95	97	95	96	97	95	96	97	96	97	96	96	97	96	93	90	89	95	95	94	92	92	89	95	91	94	97	96	94	94	98	94	97	98	97	96	96	96	95	95	97	95	96	96	96	96	96	96	95	95	96	95	96	95	96	95	96	96	94	94	96	94	96	96	94	96	96	94	94	93	94	93	90	93	94	97	95	95	97	95	98	95	97	97	94	94	97	97	98	96	97
ENSG00000105245.10	69	61	59	60	63	55	57	60	46	50	71	59	68	72	67	65	77	68	55	56	70	51	66	64	54	63	51	60	61	60	62	69	74	72	62	69	66	77	67	52	41	45	69	52	60	44	50	41	68	48	62	67	62	57	66	69	51	70	69	60	83	66	64	48	52	66	65	58	60	64	69	56	63	61	62	56	67	71	61	60	62	64	70	69	56	64	63	70	77	62	62	64	54	61	48	57	53	52	52	57	63	62	55	63	51	64	72	65	71	65	67	66	65	71	63	57
ENSG00000105248.17	36	30	35	33	34	34	28	33	28	30	32	30	32	28	32	34	33	31	33	35	33	32	25	35	36	30	28	31	30	29	33	31	32	32	29	29	29	31	32	27	32	34	30	36	30	32	32	30	29	34	30	34	31	29	31	35	32	29	32	29	33	29	27	30	32	35	30	30	24	26	30	24	30	30	29	27	32	31	28	27	27	32	26	31	29	27	27	23	35	26	23	29	24	27	30	32	25	25	32	28	37	32	35	35	33	29	35	31	27	29	29	32	32	30	30	32
ENSG00000105325.16	72	79	68	75	75	78	74	82	77	75	66	74	61	64	73	76	59	76	71	72	67	74	71	70	74	60	71	73	73	77	66	73	74	66	74	76	76	79	78	53	38	44	61	62	61	47	55	49	60	36	46	69	72	76	76	63	79	64	66	67	74	72	74	78	74	77	64	68	78	77	76	77	66	77	75	67	74	72	76	79	80	71	69	69	77	72	72	73	66	72	78	73	51	68	48	56	58	57	62	53	78	66	76	73	62	69	63	71	66	58	59	74	77	69	72	68
ENSG00000105329.12	89	90	91	92	92	86	87	92	87	90	85	93	92	93	94	94	93	93	87	87	90	90	93	94	92	92	90	94	91	93	92	89	92	94	88	91	92	93	93	77	63	69	83	83	77	74	76	67	81	64	89	92	95	94	95	91	91	93	92	89	96	93	92	92	94	96	95	93	94	91	94	92	96	95	94	95	95	91	93	92	93	95	93	90	91	94	93	94	93	93	93	93	73	78	80	71	77	80	71	79	92	95	91	90	86	91	90	92	91	88	78	91	92	88	93	90
ENSG00000105341.19	63	61	60	62	67	66	73	73	64	72	55	58	61	55	60	59	52	63	63	63	59	61	53	64	61	56	62	58	61	61	54	60	66	56	60	63	58	69	63	49	51	48	61	60	57	47	49	44	54	47	46	64	63	62	62	69	63	57	68	61	60	57	59	61	66	63	65	55	52	57	59	54	58	66	53	59	58	58	61	59	56	56	55	50	59	66	54	58	55	52	59	57	48	60	55	54	51	55	49	51	67	58	61	59	51	64	55	53	54	55	64	64	61	61	61	59
ENSG00000105355.10	96	95	96	96	97	95	94	97	94	94	95	97	95	95	96	97	94	96	96	94	95	94	95	96	95	95	96	96	95	96	95	96	97	96	96	96	96	97	97	94	88	88	93	96	93	91	93	89	95	88	95	97	97	97	97	95	96	96	97	96	96	97	96	96	96	97	96	95	97	96	96	97	97	97	95	96	96	97	96	96	97	95	97	95	95	96	95	96	95	96	95	96	92	92	89	89	89	86	90	89	97	97	96	94	95	96	94	96	95	95	95	96	95	96	95	94
ENSG00000105364.15	65	58	58	54	61	48	44	57	47	49	53	57	53	54	57	57	54	61	57	51	54	52	52	60	57	54	49	56	56	52	53	57	65	59	59	57	58	63	63	41	32	32	49	55	47	35	37	25	43	30	40	60	58	56	56	62	49	62	58	58	68	57	55	56	53	62	61	54	51	55	53	54	58	57	52	53	63	55	51	51	56	59	57	53	53	62	50	51	56	49	51	58	45	49	44	51	45	47	42	41	61	56	54	54	60	55	54	56	53	60	59	60	58	59	59	52
ENSG00000105373.20	65	60	49	58	64	60	80	70	69	68	79	58	77	76	64	62	66	61	57	64	77	56	75	71	58	86	57	53	53	73	53	65	54	54	53	66	53	64	55	81	77	86	90	93	88	75	86	58	86	81	80	61	54	61	65	67	68	71	56	63	67	67	78	69	63	66	64	62	65	74	82	57	70	75	55	53	61	81	60	76	63	73	56	84	60	86	58	73	81	56	71	61	76	76	82	79	73	82	65	75	68	66	77	76	62	62	80	63	67	68	91	79	71	72	74	79
ENSG00000105379.11	59	66	63	66	69	66	60	72	64	59	68	75	65	67	73	66	60	74	67	66	74	67	73	70	64	72	70	69	68	74	61	67	69	66	64	67	63	72	64	54	39	40	58	68	58	47	52	41	61	37	52	64	62	67	68	59	58	70	63	60	77	77	70	67	62	73	67	66	71	71	69	63	65	68	60	63	67	68	69	61	71	65	59	73	65	73	67	63	71	61	63	70	52	60	59	49	55	61	53	50	68	72	66	63	68	63	53	69	59	70	62	65	64	64	61	51
ENSG00000105401.11	94	92	94	92	94	91	89	93	90	91	92	95	92	92	94	94	91	93	93	90	92	92	92	95	92	92	93	93	92	93	93	92	95	94	91	92	92	94	92	88	83	86	88	90	90	88	88	88	90	83	93	92	93	92	93	94	92	93	95	93	95	93	93	93	93	95	93	92	92	92	92	93	93	93	93	93	94	93	94	92	93	92	94	92	92	94	93	92	91	92	92	93	88	91	89	90	90	89	89	90	93	93	91	91	92	91	91	91	91	94	91	92	92	93	91	90
ENSG00000105402.8	79	77	78	72	79	77	76	83	71	73	76	81	81	80	83	80	77	78	75	73	82	78	79	81	75	81	79	83	74	76	78	80	82	79	76	77	78	88	81	82	71	68	84	86	76	74	81	77	76	71	78	82	82	77	80	84	77	88	84	85	87	85	82	83	81	83	81	83	84	86	84	85	81	83	79	75	78	83	79	79	84	81	83	83	80	85	76	84	84	77	83	82	75	86	84	79	81	83	79	79	82	84	81	81	81	83	79	83	84	85	81	86	84	83	85	84
ENSG00000105404.12	79	83	82	80	87	74	62	80	66	66	79	84	84	86	86	86	89	87	81	75	87	78	85	86	73	84	78	83	77	81	85	82	91	90	80	81	82	89	83	68	57	58	83	85	76	59	66	55	76	60	80	77	88	81	89	88	76	89	90	80	92	88	90	81	86	91	87	80	89	86	88	84	81	85	83	84	90	86	84	79	87	86	88	86	84	87	82	86	89	80	86	88	75	84	73	77	73	78	76	72	80	88	81	84	83	83	90	84	86	87	84	84	81	83	76	72
ENSG00000105447.14	65	60	66	55	65	59	43	67	57	65	50	66	51	57	65	64	54	65	70	61	55	67	58	66	66	53	58	67	62	57	65	62	63	69	62	59	63	69	68	45	43	44	49	49	46	40	47	42	45	41	40	62	64	62	63	62	56	55	59	56	65	50	52	62	57	65	60	60	59	58	51	63	54	62	53	54	58	57	59	62	56	62	55	52	58	63	57	54	47	50	55	59	51	59	45	50	46	47	48	48	65	55	60	55	60	59	48	58	57	55	55	59	58	58	56	52
ENSG00000105472.15	82	81	78	77	83	60	80	84	70	80	84	70	78	84	84	80	79	74	68	64	84	68	80	72	67	79	80	76	64	82	70	83	87	82	86	87	86	89	85	64	46	61	70	77	77	64	59	50	71	52	63	68	78	70	80	70	70	86	85	82	90	83	84	80	76	85	85	69	79	85	88	81	75	78	77	77	86	82	80	73	75	78	81	84	81	78	74	85	82	76	80	82	66	72	74	70	57	77	73	67	78	87	84	83	77	82	62	83	72	78	31	83	80	62	77	65
ENSG00000105486.16	68	65	59	50	66	67	72	68	62	70	49	61	34	39	63	68	36	66	62	60	45	70	61	56	73	38	58	73	69	60	57	68	54	50	58	69	70	62	73	48	38	30	34	41	35	60	48	44	60	39	53	52	61	62	63	61	67	35	70	61	76	56	72	57	59	63	59	66	63	57	58	66	51	61	57	61	64	59	73	78	72	64	64	52	63	49	61	60	38	65	53	59	56	43	39	23	32	37	32	30	68	58	64	50	36	64	30	63	37	42	30	62	62	52	62	61
ENSG00000105576.17	88	88	87	86	86	87	85	90	82	86	87	85	85	81	87	88	85	87	85	83	87	88	85	84	86	85	83	88	87	85	84	89	87	84	86	88	90	86	89	86	67	80	87	79	85	79	85	82	86	74	77	87	84	83	85	84	88	88	85	84	87	82	86	83	88	86	89	82	91	88	89	87	87	88	78	79	86	88	89	88	87	86	85	89	89	84	86	89	85	80	89	89	85	84	85	80	82	82	85	86	87	86	88	84	83	89	86	86	88	83	82	90	87	87	87	87
ENSG00000105612.11	55	56	56	57	50	51	55	47	54	47	68	51	71	61	52	49	70	41	49	47	76	48	63	48	39	69	56	55	53	60	63	48	52	64	54	55	50	64	55	72	67	70	80	80	77	71	74	75	77	76	73	48	66	47	66	57	65	78	67	74	70	68	64	65	68	69	64	66	71	67	68	65	67	68	58	59	56	64	69	60	63	59	65	68	61	62	49	70	70	54	68	64	75	74	76	77	72	74	68	73	57	74	62	67	72	60	64	67	67	68	70	65	57	62	65	65
ENSG00000105618.15	69	50	52	56	61	54	57	59	55	56	51	61	56	61	51	61	48	57	50	57	58	59	55	61	63	56	49	57	61	57	55	57	64	58	59	63	56	66	63	52	55	52	57	62	57	53	58	57	52	56	53	58	53	56	54	54	46	54	32	55	59	57	47	56	55	55	57	50	54	50	58	60	55	47	52	51	55	57	49	54	58	51	55	52	59	58	50	57	54	43	57	46	47	56	51	49	46	52	50	47	62	51	51	57	57	53	47	57	51	59	54	57	53	61	55	59
